"","label","fillColor","player","birthdate","hometown","latitude","longitude","iframe_url","years","mpg","ppg","fg","rpg","apg","pt3","ft","popup"
"1809","g","#bf6900","Ira Terrell","19-Jun-54","Dallas, TX, USA",32.7801399,-96.6754511,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ira Terrell+NBA",2,19.6,7,49.8,4.2,1.1,NA,63.8,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ira Terrell</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ira Terrell+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Dallas, TX, USA<br>Years: 2<br>PPG: 7<br>MPG: 19.6<br>FG: 49.8<br>APG: 1.1<br>RPG: 4.2<br>3PT Percentage: NA<br>FT Percentage: 63.8</td></tr></table>"
"1810","g","#bf6900","Ruben Nembhard","20-Feb-72","Bronx, NY, USA",40.85,-73.862667,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ruben Nembhard+NBA",1,11.3,4,43.2,0.8,1.7,0,80,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ruben Nembhard</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ruben Nembhard+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Bronx, NY, USA<br>Years: 1<br>PPG: 4<br>MPG: 11.3<br>FG: 43.2<br>APG: 1.7<br>RPG: 0.8<br>3PT Percentage: 0<br>FT Percentage: 80</td></tr></table>"
"1811","g","#bf6900","Lou Tsioropoulos","31-Aug-30","Lynn, MA, USA",42.466763,-70.9394938,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Lou Tsioropoulos+NBA",3,19,5.8,31.5,4.8,1.1,NA,71.7,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Lou Tsioropoulos</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Lou Tsioropoulos+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Lynn, MA, USA<br>Years: 3<br>PPG: 5.8<br>MPG: 19<br>FG: 31.5<br>APG: 1.1<br>RPG: 4.8<br>3PT Percentage: NA<br>FT Percentage: 71.7</td></tr></table>"
"1812","g","#bf6900","Dallas Comegys","17-Aug-64","Philadelphia, PA, USA",39.952335,-75.120789,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Dallas Comegys+NBA",2,15.8,6,45.7,3.2,0.7,0,68.2,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Dallas Comegys</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Dallas Comegys+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Philadelphia, PA, USA<br>Years: 2<br>PPG: 6<br>MPG: 15.8<br>FG: 45.7<br>APG: 0.7<br>RPG: 3.2<br>3PT Percentage: 0<br>FT Percentage: 68.2</td></tr></table>"
"1813","g","#bf6900","Rubin Russell","7-Nov-44","Fort Worth, TX, USA",32.725409,-97.3198496,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Rubin Russell+NBA",1,10.3,5.4,35.4,2,0.3,18.2,61,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Rubin Russell</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Rubin Russell+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Fort Worth, TX, USA<br>Years: 1<br>PPG: 5.4<br>MPG: 10.3<br>FG: 35.4<br>APG: 0.3<br>RPG: 2<br>3PT Percentage: 18.2<br>FT Percentage: 61</td></tr></table>"
"1814","g","#bf6900","Mike Holton","4-Aug-61","Seattle, WA, USA",47.6062095,-122.3240708,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mike Holton+NBA",6,18,6.2,44.1,1.4,3,25.7,80.7,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Mike Holton</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mike Holton+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Seattle, WA, USA<br>Years: 6<br>PPG: 6.2<br>MPG: 18<br>FG: 44.1<br>APG: 3<br>RPG: 1.4<br>3PT Percentage: 25.7<br>FT Percentage: 80.7</td></tr></table>"
"1815","g","#bf6900","Damien Wilkins","11-Jan-80","Washington, NC, USA",35.8120333,-76.5950555,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Damien Wilkins+NBA",9,19.3,6.3,42.7,2.4,1.4,33,78.3,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Damien Wilkins</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Damien Wilkins+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Washington, NC, USA<br>Years: 9<br>PPG: 6.3<br>MPG: 19.3<br>FG: 42.7<br>APG: 1.4<br>RPG: 2.4<br>3PT Percentage: 33<br>FT Percentage: 78.3</td></tr></table>"
"1816","g","#bf6900","Greg Griffin","6-Sep-52","Cleveland, OH, USA",41.4994954,-81.6934088,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Greg Griffin+NBA",1,11.7,4,36.1,2.9,0.7,NA,63.9,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Greg Griffin</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Greg Griffin+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Cleveland, OH, USA<br>Years: 1<br>PPG: 4<br>MPG: 11.7<br>FG: 36.1<br>APG: 0.7<br>RPG: 2.9<br>3PT Percentage: NA<br>FT Percentage: 63.9</td></tr></table>"
"1817","g","#bf6900","Damon Jones","25-Aug-76","Galveston, TX, USA",29.3013479,-94.7966958,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Damon Jones+NBA",11,20.5,6.6,40.7,1.6,2.7,39,72.7,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Damon Jones</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Damon Jones+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Galveston, TX, USA<br>Years: 11<br>PPG: 6.6<br>MPG: 20.5<br>FG: 40.7<br>APG: 2.7<br>RPG: 1.6<br>3PT Percentage: 39<br>FT Percentage: 72.7</td></tr></table>"
"1818","g","#bf6900","Rudy Macklin","19-Feb-58","Louisville, KY, USA",38.2526647,-85.7234557,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Rudy Macklin+NBA",3,17.2,6.4,44.9,2.9,0.8,0,77.6,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Rudy Macklin</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Rudy Macklin+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Louisville, KY, USA<br>Years: 3<br>PPG: 6.4<br>MPG: 17.2<br>FG: 44.9<br>APG: 0.8<br>RPG: 2.9<br>3PT Percentage: 0<br>FT Percentage: 77.6</td></tr></table>"
"1819","g","#bf6900","Jim Tucker","11-Dec-32","Paris, KY, USA",38.2097987,-84.2529869,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jim Tucker+NBA",3,13.1,4.1,34.9,3.5,0.5,NA,76.2,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Jim Tucker</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jim Tucker+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Paris, KY, USA<br>Years: 3<br>PPG: 4.1<br>MPG: 13.1<br>FG: 34.9<br>APG: 0.5<br>RPG: 3.5<br>3PT Percentage: NA<br>FT Percentage: 76.2</td></tr></table>"
"1820","g","#bf6900","Bernard Robinson","26-Dec-80","Washington, DC, USA",38.9072309,-76.9874641,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Bernard Robinson+NBA",3,14.9,4.5,41.7,2.5,1,16.1,78.6,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Bernard Robinson</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Bernard Robinson+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Washington, DC, USA<br>Years: 3<br>PPG: 4.5<br>MPG: 14.9<br>FG: 41.7<br>APG: 1<br>RPG: 2.5<br>3PT Percentage: 16.1<br>FT Percentage: 78.6</td></tr></table>"
"1821","g","#bf6900","Omer Asik","4-Jul-86","Bursa, Turkey",40.266864,29.0634479,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Omer Asik+NBA",3,19.2,5.5,53.7,7,0.6,0,52.7,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Omer Asik</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Omer Asik+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Bursa, Turkey<br>Years: 3<br>PPG: 5.5<br>MPG: 19.2<br>FG: 53.7<br>APG: 0.6<br>RPG: 7<br>3PT Percentage: 0<br>FT Percentage: 52.7</td></tr></table>"
"1822","g","#bf6900","Elmore Spencer","6-Dec-69","Atlanta, GA, USA",33.7489954,-84.3779824,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Elmore Spencer+NBA",5,16.8,5.9,51.6,3.5,0.7,0,58,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Elmore Spencer</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Elmore Spencer+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Atlanta, GA, USA<br>Years: 5<br>PPG: 5.9<br>MPG: 16.8<br>FG: 51.6<br>APG: 0.7<br>RPG: 3.5<br>3PT Percentage: 0<br>FT Percentage: 58</td></tr></table>"
"1823","g","#bf6900","Don Ray","8-Jul-21","Mt. Juliet, TN, USA",36.200055,-86.5186054,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Don Ray+NBA",1,NA,6,32.3,NA,1,NA,69.8,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Don Ray</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Don Ray+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Mt. Juliet, TN, USA<br>Years: 1<br>PPG: 6<br>MPG: NA<br>FG: 32.3<br>APG: 1<br>RPG: NA<br>3PT Percentage: NA<br>FT Percentage: 69.8</td></tr></table>"
"1824","g","#bf6900","Elnardo Webster","6-Mar-48","Jersey City, NJ, USA",40.7281575,-74.0770417,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Elnardo Webster+NBA",1,9.9,5.1,45.9,1.8,0.7,25,72.4,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Elnardo Webster</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Elnardo Webster+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Jersey City, NJ, USA<br>Years: 1<br>PPG: 5.1<br>MPG: 9.9<br>FG: 45.9<br>APG: 0.7<br>RPG: 1.8<br>3PT Percentage: 25<br>FT Percentage: 72.4</td></tr></table>"
"1825","g","#bf6900","Elston Turner","10-Jun-59","Knoxville, TN, USA",35.9606384,-83.9207392,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Elston Turner+NBA",8,17.8,4.7,43.2,2.7,1.8,15.2,71.4,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Elston Turner</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Elston Turner+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Knoxville, TN, USA<br>Years: 8<br>PPG: 4.7<br>MPG: 17.8<br>FG: 43.2<br>APG: 1.8<br>RPG: 2.7<br>3PT Percentage: 15.2<br>FT Percentage: 71.4</td></tr></table>"
"1826","g","#bf6900","Greg Smith","8-Jan-91","Vallejo, CA, USA",38.1040864,-122.2566367,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Greg Smith+NBA",2,15.1,5.6,62.1,4.4,0.3,0,62.3,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Greg Smith</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Greg Smith+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Vallejo, CA, USA<br>Years: 2<br>PPG: 5.6<br>MPG: 15.1<br>FG: 62.1<br>APG: 0.3<br>RPG: 4.4<br>3PT Percentage: 0<br>FT Percentage: 62.3</td></tr></table>"
"1827","g","#bf6900","Don Smith","10-Oct-51","Dayton, OH, USA",39.7589478,-84.1366069,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Don Smith+NBA",1,10,5.2,40.8,0.6,0.9,NA,100,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Don Smith</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Don Smith+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Dayton, OH, USA<br>Years: 1<br>PPG: 5.2<br>MPG: 10<br>FG: 40.8<br>APG: 0.9<br>RPG: 0.6<br>3PT Percentage: NA<br>FT Percentage: 100</td></tr></table>"
"1828","g","#bf6900","Johnny Baum","17-Jun-46","Philadelphia, PA, USA",39.952335,-75.129289,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Johnny Baum+NBA",5,13.9,6.1,48,2.7,0.6,0,75.8,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Johnny Baum</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Johnny Baum+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Philadelphia, PA, USA<br>Years: 5<br>PPG: 6.1<br>MPG: 13.9<br>FG: 48<br>APG: 0.6<br>RPG: 2.7<br>3PT Percentage: 0<br>FT Percentage: 75.8</td></tr></table>"
"1829","g","#bf6900","Elvin Ivory","2-Jul-48","Birmingham, AL, USA",33.5206608,-86.79949,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Elvin Ivory+NBA",1,9.4,4.4,43.7,3.3,0.5,25,64.7,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Elvin Ivory</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Elvin Ivory+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Birmingham, AL, USA<br>Years: 1<br>PPG: 4.4<br>MPG: 9.4<br>FG: 43.7<br>APG: 0.5<br>RPG: 3.3<br>3PT Percentage: 25<br>FT Percentage: 64.7</td></tr></table>"
"1830","g","#bf6900","Larry Demic","27-Jun-57","Gary, IN, USA",41.5933696,-87.3364271,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Larry Demic+NBA",3,15.5,4.7,45.9,3.9,0.5,0,58,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Larry Demic</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Larry Demic+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Gary, IN, USA<br>Years: 3<br>PPG: 4.7<br>MPG: 15.5<br>FG: 45.9<br>APG: 0.5<br>RPG: 3.9<br>3PT Percentage: 0<br>FT Percentage: 58</td></tr></table>"
"1831","g","#bf6900","Donald Royal","22-May-66","New Orleans, LA, USA",29.9510658,-90.0682323,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Donald Royal+NBA",8,16.8,6.3,47.3,2.8,1,0,77,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Donald Royal</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Donald Royal+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: New Orleans, LA, USA<br>Years: 8<br>PPG: 6.3<br>MPG: 16.8<br>FG: 47.3<br>APG: 1<br>RPG: 2.8<br>3PT Percentage: 0<br>FT Percentage: 77</td></tr></table>"
"1832","g","#bf6900","Bostjan Nachbar","3-Jul-80","Slovenj Gradec, Slovenia",46.5075851,15.0768162,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Bostjan Nachbar+NBA",6,17.8,7.1,40.6,2.6,0.9,37.5,78.4,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Bostjan Nachbar</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Bostjan Nachbar+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Slovenj Gradec, Slovenia<br>Years: 6<br>PPG: 7.1<br>MPG: 17.8<br>FG: 40.6<br>APG: 0.9<br>RPG: 2.6<br>3PT Percentage: 37.5<br>FT Percentage: 78.4</td></tr></table>"
"1833","g","#bf6900","Dane Suttle","9-Aug-61","Los Angeles, CA, USA",34.0522342,-118.1726849,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Dane Suttle+NBA",2,10.7,5.9,50.7,1.1,1,0,85.7,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Dane Suttle</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Dane Suttle+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Los Angeles, CA, USA<br>Years: 2<br>PPG: 5.9<br>MPG: 10.7<br>FG: 50.7<br>APG: 1<br>RPG: 1.1<br>3PT Percentage: 0<br>FT Percentage: 85.7</td></tr></table>"
"1834","g","#bf6900","Carroll Hooser","5-Mar-44","Dallas, TX, USA",32.7801399,-96.6904511,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Carroll Hooser+NBA",1,12.9,5.6,43.1,3.9,0.5,100,71.1,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Carroll Hooser</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Carroll Hooser+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Dallas, TX, USA<br>Years: 1<br>PPG: 5.6<br>MPG: 12.9<br>FG: 43.1<br>APG: 0.5<br>RPG: 3.9<br>3PT Percentage: 100<br>FT Percentage: 71.1</td></tr></table>"
"1835","g","#bf6900","Othyus Jeffers","5-Aug-85","Chicago, IL, USA",41.8781136,-87.6708982,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Othyus Jeffers+NBA",2,12.7,4.2,45.7,2.8,0.7,25,66.2,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Othyus Jeffers</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Othyus Jeffers+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Chicago, IL, USA<br>Years: 2<br>PPG: 4.2<br>MPG: 12.7<br>FG: 45.7<br>APG: 0.7<br>RPG: 2.8<br>3PT Percentage: 25<br>FT Percentage: 66.2</td></tr></table>"
"1836","g","#bf6900","Eric Bledsoe","9-Dec-89","Birmingham, AL, USA",33.5206608,-86.79849,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Eric Bledsoe+NBA",3,19.6,6.7,43.1,2.6,3,30.8,74.9,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Eric Bledsoe</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Eric Bledsoe+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Birmingham, AL, USA<br>Years: 3<br>PPG: 6.7<br>MPG: 19.6<br>FG: 43.1<br>APG: 3<br>RPG: 2.6<br>3PT Percentage: 30.8<br>FT Percentage: 74.9</td></tr></table>"
"1837","g","#bf6900","Acie Law","25-Jan-85","Dallas, TX, USA",32.7801399,-96.7854511,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Acie Law+NBA",4,12.7,3.9,41.3,1,1.6,23.5,77.8,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Acie Law</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Acie Law+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Dallas, TX, USA<br>Years: 4<br>PPG: 3.9<br>MPG: 12.7<br>FG: 41.3<br>APG: 1.6<br>RPG: 1<br>3PT Percentage: 23.5<br>FT Percentage: 77.8</td></tr></table>"
"1838","g","#bf6900","Robert Horry","25-Aug-70","Andalusia, AL, USA",31.3085039,-86.4832913,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Robert Horry+NBA",16,24.5,7,42.5,4.8,2.1,34.1,72.6,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Robert Horry</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Robert Horry+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Andalusia, AL, USA<br>Years: 16<br>PPG: 7<br>MPG: 24.5<br>FG: 42.5<br>APG: 2.1<br>RPG: 4.8<br>3PT Percentage: 34.1<br>FT Percentage: 72.6</td></tr></table>"
"1839","g","#bf6900","Adam Keefe","22-Feb-70","Irvine, CA, USA",33.6839473,-117.7946942,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Adam Keefe+NBA",9,16.7,5,50.2,4.1,0.7,7.1,71.4,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Adam Keefe</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Adam Keefe+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Irvine, CA, USA<br>Years: 9<br>PPG: 5<br>MPG: 16.7<br>FG: 50.2<br>APG: 0.7<br>RPG: 4.1<br>3PT Percentage: 7.1<br>FT Percentage: 71.4</td></tr></table>"
"1840","g","#bf6900","Eric Leckner","27-May-66","Inglewood, CA, USA",33.9616801,-118.3131311,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Eric Leckner+NBA",8,12.1,4.1,50.8,3.2,0.5,0,66.9,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Eric Leckner</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Eric Leckner+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Inglewood, CA, USA<br>Years: 8<br>PPG: 4.1<br>MPG: 12.1<br>FG: 50.8<br>APG: 0.5<br>RPG: 3.2<br>3PT Percentage: 0<br>FT Percentage: 66.9</td></tr></table>"
